71.3;26.250;0.000
73.6;26.250;0.000
75.8;26.750;0.000
78.0;26.000;0.000
2.3;25.750;0.000
4.5;26.000;0.000
6.7;26.250;0.000
9.0;26.000;0.000
11.2;26.000;0.000
13.4;25.750;0.000
15.7;25.750;0.000
17.9;25.750;0.000
20.1;25.250;0.000
22.3;25.750;0.000
2.3;24.750;0.000
4.5;25.000;0.000
6.7;25.250;0.000
9.0;25.250;0.000
11.2;25.250;0.000
2.3;24.750;0.000
2.3;24.250;0.000
2.3;24.500;0.000
4.5;24.250;0.000
6.7;24.500;0.000
9.0;24.250;0.000
11.2;24.250;0.000
13.4;24.500;0.000
15.7;24.750;0.000
17.9;24.500;0.000
20.1;24.500;0.000
22.3;24.250;0.000
24.6;24.500;0.000
26.8;24.500;0.000
29.0;24.750;0.000
31.2;24.500;0.000
33.5;24.500;0.000
35.7;24.500;0.000
37.9;24.250;0.000
40.2;24.750;0.000
42.4;24.750;0.000
44.6;24.500;0.000
46.8;24.250;0.000
49.1;24.750;0.000
51.3;24.500;0.000
53.5;24.750;0.000
55.8;24.250;0.000
58.0;24.500;0.000
60.2;24.500;0.000
62.4;24.750;0.000
64.7;24.250;0.000
66.9;24.500;0.000
69.1;24.500;0.000
71.4;24.750;0.000
73.6;23.750;0.000
75.8;24.250;0.000
78.0;24.750;0.000
80.3;24.250;0.000
82.5;24.750;0.000
84.7;24.500;0.000
86.9;24.750;0.000
89.2;24.750;0.000
91.4;24.500;0.000
93.6;24.500;0.000
95.9;24.500;0.000
98.1;24.250;0.000
100.3;24.000;0.000
102.5;24.000;0.000
104.8;24.750;0.000
107.0;24.500;0.000
109.2;24.250;0.000
111.5;24.750;0.000
113.7;24.750;0.000
115.9;24.500;0.000
118.1;24.500;0.000
120.4;24.500;0.000
122.6;24.250;0.000
124.8;25.000;0.000
127.1;24.750;0.000
129.3;24.250;0.000
131.5;24.250;0.000
133.7;24.750;0.000
136.0;24.750;0.000
138.2;24.500;0.000
140.4;24.250;0.000
142.7;24.750;0.000
144.9;24.500;0.000
147.1;24.750;0.000
149.3;24.750;0.000
151.6;24.500;0.000
153.8;24.750;0.000
156.0;24.750;0.000
158.3;24.750;0.000
160.5;24.750;0.000
162.7;24.750;0.000
164.9;24.750;0.000
167.2;24.750;0.000
169.4;25.000;0.000
171.6;24.750;0.000
173.8;25.000;0.000
176.1;24.500;0.000
178.3;24.750;0.000
180.5;24.500;0.000
182.8;24.500;0.000
185.0;24.500;0.000
2.3;24.500;0.000
4.5;24.000;0.000
6.7;24.250;0.000
9.0;24.000;0.000
11.2;24.000;0.000
13.4;24.500;0.000
15.7;24.250;0.000
17.9;24.500;0.000
20.1;23.750;0.000
22.3;24.000;0.000
24.6;24.500;0.000
26.8;24.500;0.000
29.0;24.250;0.000
31.3;24.500;0.000
33.5;24.250;0.000
35.7;24.750;0.000
37.9;24.750;0.000
40.2;24.250;0.000
42.4;24.750;0.000
44.6;24.500;0.000
46.8;24.750;0.000
49.1;24.000;0.000
51.3;24.750;0.000
53.5;24.000;0.000
55.8;24.500;0.000
58.0;24.500;0.000
60.2;24.250;0.000
62.4;24.000;0.000
64.7;24.500;0.000
66.9;24.500;0.000
69.1;24.500;0.000
71.3;24.500;0.000
73.6;24.750;0.000
75.8;24.500;0.000
78.0;24.500;0.000
80.3;24.500;0.000
82.5;24.000;0.000
84.7;24.500;0.000
86.9;24.500;0.000
89.2;23.750;0.000
91.4;24.500;0.000
93.6;24.250;0.000
95.9;24.500;0.000
2.3;24.750;0.000
4.5;24.250;0.000
6.7;24.250;0.000
9.0;24.750;0.000
11.2;24.750;0.000
13.4;24.750;0.000
15.7;25.000;0.000
17.9;24.500;0.000
20.1;24.750;0.000
22.3;24.750;0.000
24.6;24.250;0.000
26.8;24.250;0.000
29.0;24.500;0.000
31.2;24.750;0.000
33.5;25.000;0.000
35.7;25.000;0.000
37.9;24.000;0.000
40.2;24.750;0.000
42.4;24.500;0.000
44.6;24.000;0.000
46.8;25.000;0.000
2.3;24.750;0.000
4.5;24.250;0.000
6.7;25.000;0.000
9.0;24.250;0.000
11.2;24.250;0.000
13.4;24.750;0.000
15.6;24.750;0.000
17.9;25.000;0.000
20.1;24.500;0.000
22.3;25.000;0.000
24.6;24.750;0.000
26.8;25.000;0.000
29.0;25.000;0.000
31.2;24.500;0.000
33.5;24.500;0.000
35.7;24.500;0.000
37.9;24.500;0.000
40.2;24.750;0.000
2.3;25.000;0.000
4.5;24.500;0.000
6.7;25.250;0.000
9.0;25.000;0.000
11.2;24.500;0.000
13.4;25.000;0.000
15.6;25.000;0.000
17.9;25.000;0.000
20.1;24.750;0.000
